.,Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759438210,4.655800001,27.934,13.694,17.137,19.808,9.991,17.095,1621.121,0.803,398.744,26.556,14.392,4.206,0,0,0,0,0,5716.371,1.421,0,292.67,13.394,159.114,16.884,148.293,11.285,5.563,27.056,276.011,32.422,5.36,835.585,29.86,16.89,22.665,-22.771,18.652,20.205,8.92,0,0,4.367,2.286,1.995,1.025,-0.206,0.004,0.004,19.844,17.706,18.795,20.247,20.554,20.383,18.557,17.734,17.971,20.137,20.068,20.275,17.473,16.414,16.457,18.839,20.051,3725,2178
3759438212,4.679366668,27.919,13.659,17.137,19.806,9.994,17.095,1623.194,0.806,398.791,26.532,14.391,4.195,0,0,0,0,0,5716.26,1.401,0,292.659,13.396,159.142,16.888,148.274,11.281,5.571,27.032,275.904,32.408,5.37,835.37,29.863,16.835,22.687,-22.772,18.631,20.211,8.93,0,0,4.368,2.262,1.989,0.925,-0.195,0.004,0.004,19.832,17.696,18.801,20.235,20.559,20.399,18.552,17.727,17.96,20.132,20.08,20.268,17.466,16.397,16.443,18.841,20.056,3725,2178
3759438214,4.713466668,27.922,13.632,17.136,19.822,9.972,16.979,1647.923,0.845,398.757,26.533,14.392,4.178,0,0,0,0,0,5725.642,1.413,0,292.712,13.391,159.15,16.897,148.277,11.281,5.579,27.073,276.279,32.458,5.379,835.717,29.883,16.876,22.674,-22.772,18.631,20.217,8.935,0,0,4.368,2.259,1.999,0.824,-0.281,0.004,0.004,19.839,17.71,18.785,20.243,20.556,20.375,18.558,17.736,17.944,20.13,20.059,20.274,17.483,16.408,16.446,18.85,20.065,3725,2178
3759438216,4.742283336,27.929,13.65,17.137,19.802,9.982,17.095,1646.114,0.834,398.785,26.555,14.391,4.21,0,0,0,0,0,5712.462,1.399,0,292.764,13.393,159.127,16.924,148.303,11.287,5.601,27.07,275.888,32.406,5.33,835.363,29.856,16.835,22.687,-22.772,18.655,20.208,8.921,0,0,4.369,2.3,1.987,0.881,-0.226,0.004,0.004,19.847,17.709,18.764,20.239,20.546,20.361,18.55,17.738,17.96,20.132,20.054,20.264,17.473,16.413,16.45,18.848,20.049,3725,2178
3759438217,4.77215,27.901,13.67,17.136,19.783,10.018,17.094,1620.079,0.831,398.76,26.562,14.392,4.191,0,0,0,0,0,5688.207,1.415,0,292.682,13.391,159.134,16.907,148.255,11.277,5.594,27.057,275.927,32.411,5.348,835.77,29.85,16.887,22.708,-22.772,18.667,20.192,8.915,0,0,4.368,2.29,1.981,0.989,-0.097,0.004,0.004,19.852,17.733,18.805,20.235,20.553,20.386,18.567,17.751,17.959,20.14,20.062,20.257,17.462,16.411,16.459,18.838,20.061,3725,2178
3759438220,4.808516669,27.914,13.677,17.136,19.821,9.995,16.979,1611.045,0.802,398.785,26.552,14.391,4.163,0,0,0,0,0,5715.62,1.423,0,292.673,13.396,159.125,16.925,148.167,11.259,5.63,27.062,276.136,32.439,5.371,835.075,29.834,16.9,22.694,-22.772,18.665,20.191,8.933,0,0,4.369,2.272,1.979,0.994,-0.212,0.004,0.004,19.845,17.727,18.76,20.241,20.556,20.371,18.56,17.748,17.947,20.121,20.048,20.273,17.465,16.405,16.458,18.838,20.06,3725,2178
3759438222,4.845583336,27.926,13.65,17.135,19.805,9.994,17.094,1621.916,0.792,398.759,26.555,14.39,4.183,0,0,0,0,0,5730.62,1.416,0,292.796,13.394,159.15,16.927,148.359,11.299,5.592,27.059,275.936,32.412,5.347,835.94,29.855,16.864,22.669,-22.772,18.654,20.215,8.916,0,0,4.37,2.242,1.993,0.885,-0.193,0.004,0.004,19.845,17.718,18.74,20.266,20.575,20.373,18.575,17.739,17.947,20.124,20.066,20.275,17.458,16.414,16.465,18.844,20.06,3725,2178
3759438224,4.880983337,27.933,13.653,17.137,19.802,9.992,16.979,1636.419,0.804,398.744,26.545,14.392,4.105,0,0,0,0,0,5717.83,1.395,0,292.77,13.397,159.138,16.933,148.327,11.292,5.604,27.074,276.181,32.445,5.365,835.404,29.85,16.86,22.694,-22.772,18.652,20.21,8.918,0,0,4.369,2.259,1.984,0.882,-0.196,0.004,0.004,19.827,17.698,18.754,20.259,20.567,20.384,18.561,17.737,17.931,20.131,20.053,20.27,17.456,16.391,16.444,18.834,20.055,3725,2178
3759438226,4.911533332,27.906,13.658,17.135,19.804,9.979,17.095,1645.303,0.821,398.78,26.544,14.392,4.114,0,0,0,0,0,5679.503,1.394,0,292.682,13.4,159.154,16.932,148.266,11.279,5.617,27.06,276.081,32.432,5.366,835.781,29.865,16.856,22.709,-22.772,18.63,20.197,8.918,0,0,4.369,2.292,1.985,0.939,-0.238,0.004,0.004,19.823,17.705,18.752,20.277,20.576,20.401,18.57,17.739,17.952,20.148,20.074,20.269,17.456,16.388,16.434,18.841,20.056,3725,2178
3759438228,4.946650004,27.906,13.675,17.137,19.826,9.979,17.095,1637.678,0.831,398.793,26.554,14.393,4.047,0,0,0,0,0,5677.515,1.424,0,292.77,13.408,159.172,16.93,148.223,11.27,5.623,27.036,275.873,32.404,5.361,835.214,29.845,16.894,22.699,-22.771,18.653,20.197,8.927,0,0,4.371,2.316,1.981,0.998,-0.267,0.004,0.004,19.844,17.72,18.785,20.257,20.549,20.389,18.558,17.742,17.936,20.137,20.075,20.273,17.467,16.407,16.459,18.831,20.053,3725,2178
3759438230,4.976366671,27.921,13.646,17.136,19.823,9.974,17.095,1611.026,0.822,398.808,26.552,14.391,4.145,0,0,0,0,0,5730.847,1.408,0,293.069,13.397,159.211,16.93,148.318,11.29,5.603,27.017,276.282,32.459,5.436,835.107,29.882,16.833,22.72,-22.772,18.628,20.202,8.912,0,0,4.376,2.288,1.985,0.879,-0.277,0.004,0.004,19.853,17.724,18.78,20.272,20.538,20.379,18.565,17.734,17.933,20.136,20.051,20.281,17.466,16.409,16.463,18.839,20.06,3725,2178
3759438232,5.012150002,27.913,13.653,17.136,19.802,9.999,16.978,1614.806,0.792,398.758,26.551,14.394,4.069,0,0,0,0,0,5703.771,1.405,0,292.975,13.403,159.153,16.944,148.375,11.302,5.606,27.071,276.092,32.433,5.356,835.865,29.877,16.848,22.661,-22.772,18.65,20.199,8.897,0,0,4.373,2.241,2.002,0.909,-0.178,0.004,0.004,19.848,17.71,18.792,20.289,20.554,20.39,18.557,17.727,17.944,20.128,20.058,20.278,17.467,16.412,16.465,18.844,20.061,3725,2178
3759438234,5.041000001,27.913,13.665,17.137,19.805,9.995,17.094,1639.947,0.797,398.838,26.555,14.391,4.142,0,0,0,0,0,5697.877,1.401,0,293.122,13.398,159.184,16.947,148.35,11.297,5.614,27.026,276.252,32.455,5.423,835.611,29.883,16.881,22.683,-22.773,18.631,20.207,8.91,0,0,4.377,2.256,1.997,0.954,-0.191,0.004,0.004,19.854,17.733,18.799,20.306,20.562,20.378,18.577,17.72,17.969,20.154,20.063,20.28,17.481,16.418,16.463,18.84,20.057,3725,2178
3759438236,5.074883334,27.909,13.656,17.135,19.803,9.986,17.094,1657.798,0.824,398.762,26.556,14.391,4.038,0,0,0,0,0,5691.755,1.394,0,292.917,13.393,159.158,16.967,148.324,11.291,5.64,27.01,276.29,32.46,5.444,835.463,29.915,16.874,22.69,-22.772,18.617,20.204,8.913,0,0,4.375,2.291,2.003,0.928,-0.215,0.004,0.004,19.861,17.709,18.783,20.3,20.57,20.389,18.581,17.758,17.969,20.158,20.054,20.264,17.467,16.405,16.448,18.848,20.059,3725,2178
3759438238,5.109433333,27.95,13.644,17.136,19.806,9.975,17.095,1630.985,0.845,398.759,26.561,14.392,4.127,0,0,0,0,0,5678.757,1.4,0,293.104,13.412,159.136,16.94,148.329,11.292,5.611,27.005,276.194,32.447,5.435,835.039,29.932,16.807,22.678,-22.772,18.659,20.213,8.921,0,0,4.377,2.313,2.01,0.829,-0.25,0.004,0.004,19.842,17.719,18.766,20.29,20.549,20.375,18.563,17.725,17.958,20.139,20.038,20.264,17.475,16.407,16.459,18.847,20.059,3725,2178
3759438239,5.139016668,27.934,13.668,17.136,19.808,9.998,17.095,1623.046,0.814,398.783,26.573,14.391,4.152,0,0,0,0,0,5689.902,1.402,0,292.891,13.408,159.232,16.91,148.299,11.286,5.588,27.027,276.245,32.454,5.421,836.029,29.921,16.894,22.686,-22.772,18.681,20.229,8.943,0,0,4.373,2.279,2.007,0.934,-0.187,0.004,0.004,19.832,17.703,18.752,20.291,20.555,20.366,18.594,17.748,17.965,20.154,20.038,20.259,17.471,16.408,16.441,18.848,20.053,3725,2178
3759438241,5.168250004,27.921,13.682,17.137,19.799,10.008,17.095,1634.957,0.805,398.761,26.558,14.392,4.166,0,0,0,0,0,5693.741,1.4,0,293.231,13.415,159.211,16.923,148.295,11.285,5.602,27.041,276.004,32.421,5.374,835.202,29.921,16.902,22.7,-22.773,18.688,20.24,8.954,0,0,4.377,2.271,2.001,1,-0.147,0.004,0.004,19.849,17.719,18.767,20.254,20.56,20.387,18.576,17.744,17.982,20.147,20.061,20.266,17.48,16.422,16.44,18.844,20.056,3725,2178
3759438243,5.19666667,27.916,13.69,17.136,19.801,9.989,17.093,1597.147,0.819,398.791,26.553,14.393,4.133,0,0,0,0,0,5688.956,1.399,0,293.07,13.398,159.245,16.916,148.378,11.303,5.576,27.029,275.897,32.407,5.371,835.67,29.902,16.862,22.682,-22.771,18.651,20.222,8.919,0,0,4.375,2.305,2.002,1.034,-0.206,0.004,0.004,19.856,17.711,18.751,20.236,20.556,20.357,18.57,17.747,17.95,20.124,20.057,20.254,17.476,16.413,16.447,18.845,20.056,3725,2178
3759438245,5.23196667,27.912,13.637,17.137,19.806,9.993,17.095,1588.002,0.777,398.822,26.549,14.39,4.151,0,0,0,0,0,5686.826,1.384,0,292.657,13.412,159.16,16.938,148.345,11.296,5.606,27.028,275.967,32.417,5.383,835.942,29.885,16.884,22.689,-22.771,18.651,20.236,8.94,0,0,4.37,2.215,1.996,0.859,-0.197,0.004,0.004,19.855,17.73,18.736,20.254,20.567,20.378,18.593,17.759,17.969,20.129,20.043,20.264,17.478,16.416,16.448,18.844,20.077,3725,2178
3759438247,5.261633333,27.934,13.663,17.136,19.813,9.969,16.98,1633.611,0.767,398.743,26.541,14.392,4.268,0,0,0,0,0,5661.15,1.403,0,293.056,13.396,159.229,16.939,148.344,11.295,5.607,27.046,276.208,32.449,5.397,835.707,29.951,16.892,22.684,-22.772,18.658,20.245,8.95,0,0,4.375,2.232,2.015,0.918,-0.279,0.004,0.004,19.841,17.711,18.748,20.269,20.543,20.36,18.577,17.741,17.947,20.115,20.044,20.252,17.463,16.399,16.451,18.856,20.057,3725,2178
3759438249,5.296316671,27.929,13.639,17.137,19.825,9.973,17.095,1619.019,0.817,398.792,26.544,14.391,4.196,0,0,0,0,0,5694.405,1.415,0,292.751,13.399,159.151,16.946,148.34,11.295,5.614,27.048,276.197,32.448,5.394,835.847,29.961,16.94,22.705,-22.772,18.649,20.234,8.939,0,0,4.37,2.278,2.013,0.841,-0.282,0.004,0.004,19.858,17.723,18.752,20.292,20.542,20.362,18.589,17.746,17.949,20.133,20.049,20.262,17.467,16.396,16.465,18.856,20.07,3725,2178
